Kankersoort;Periode;Geslacht;Leeftijdsgroep;Aantal
Kanker van de urinewegen;2004;Man;30-44;77
Kanker van de urinewegen;2004;Man;15-29;8
Kanker van de urinewegen;2005;Man;75+;1101
Kanker van de urinewegen;2005;Man;0-14;14
Kanker van de urinewegen;2005;Man;60-74;1471
Kanker van de urinewegen;2005;Man;Totaal;3252
Kanker van de urinewegen;2005;Man;15-29;4
Kanker van de urinewegen;2005;Man;45-59;573
Kanker van de urinewegen;2005;Man;30-44;89
Kanker van de urinewegen;2006;Man;75+;1194
Kanker van de urinewegen;2006;Man;60-74;1491
Kanker van de urinewegen;2006;Man;0-14;18
Kanker van de urinewegen;2006;Man;Totaal;3424
Kanker van de urinewegen;2006;Man;15-29;6
Kanker van de urinewegen;2006;Man;45-59;628
Kanker van de urinewegen;2006;Man;30-44;87
Kanker van de urinewegen;2007;Man;30-44;105
Kanker van de urinewegen;2007;Man;75+;1252
Kanker van de urinewegen;2007;Man;60-74;1608
Kanker van de urinewegen;2007;Man;0-14;21
Kanker van de urinewegen;2007;Man;Totaal;3618
Kanker van de urinewegen;2007;Man;45-59;623
Kanker van de urinewegen;2007;Man;15-29;9
Kanker van de urinewegen;2008;Man;0-14;12
Kanker van de urinewegen;2008;Man;75+;1371
Kanker van de urinewegen;2008;Man;60-74;1678
Kanker van de urinewegen;2008;Man;15-29;2
Kanker van de urinewegen;2008;Man;Totaal;3737
Kanker van de urinewegen;2008;Man;45-59;598
Kanker van de urinewegen;2008;Man;30-44;76
Kanker van de urinewegen;2009;Man;75+;1336
Kanker van de urinewegen;2009;Man;60-74;1642
Kanker van de urinewegen;2009;Man;Totaal;3704
Kanker van de urinewegen;2009;Man;0-14;5
Kanker van de urinewegen;2009;Man;15-29;5
Kanker van de urinewegen;2009;Man;45-59;629
Kanker van de urinewegen;2009;Man;30-44;87
Kanker van de urinewegen;2010;Man;75+;1441
Kanker van de urinewegen;2010;Man;60-74;1747
Kanker van de urinewegen;2010;Man;0-14;18
Kanker van de urinewegen;2010;Man;Totaal;3930
Kanker van de urinewegen;2010;Man;15-29;5
Kanker van de urinewegen;2010;Man;45-59;628
Kanker van de urinewegen;2010;Man;30-44;91
Kanker van de urinewegen;2011;Man;15-29;10
Kanker van de urinewegen;2011;Man;75+;1412
Kanker van de urinewegen;2011;Man;60-74;1829
Kanker van de urinewegen;2011;Man;Totaal;3986
Kanker van de urinewegen;2011;Man;45-59;649
Kanker van de urinewegen;2011;Man;0-14;7
Kanker van de urinewegen;2011;Man;30-44;79
Kanker van de urinewegen;2012;Man;75+;1491
Kanker van de urinewegen;2012;Man;60-74;1806
Kanker van de urinewegen;2012;Man;Totaal;3990
Kanker van de urinewegen;2012;Man;45-59;606
Kanker van de urinewegen;2012;Man;15-29;7
Kanker van de urinewegen;2012;Man;30-44;71
Kanker van de urinewegen;2012;Man;0-14;9
Kanker van de urinewegen;2013;Man;30-44;103
Kanker van de urinewegen;2013;Man;75+;1381
Kanker van de urinewegen;2013;Man;0-14;15
Kanker van de urinewegen;2013;Man;60-74;1821
Kanker van de urinewegen;2013;Man;Totaal;3983
Kanker van de urinewegen;2013;Man;15-29;5
Kanker van de urinewegen;2013;Man;45-59;658
Kanker van de urinewegen;2014;Man;0-14;13
Kanker van de urinewegen;2014;Man;75+;1433
Kanker van de urinewegen;2014;Man;60-74;1806
Kanker van de urinewegen;2014;Man;Totaal;4027
Kanker van de urinewegen;2014;Man;15-29;6
Kanker van de urinewegen;2014;Man;45-59;672
Kanker van de urinewegen;2014;Man;30-44;97
Kanker van de urinewegen;2015;Man;75+;1492
Kanker van de urinewegen;2015;Man;60-74;1880
Kanker van de urinewegen;2015;Man;Totaal;4083
Kanker van de urinewegen;2015;Man;15-29;6
Kanker van de urinewegen;2015;Man;45-59;616
Kanker van de urinewegen;2015;Man;30-44;80
Kanker van de urinewegen;2015;Man;0-14;9
Kanker van de urinewegen;2016;Man;0-14;15
Kanker van de urinewegen;2016;Man;75+;1636
Kanker van de urinewegen;2016;Man;60-74;2041
Kanker van de urinewegen;2016;Man;Totaal;4485
Kanker van de urinewegen;2016;Man;45-59;707
Kanker van de urinewegen;2016;Man;30-44;77
Kanker van de urinewegen;2016;Man;15-29;9
Kanker van de urinewegen;2017;Man;0-14;12
Kanker van de urinewegen;2017;Man;15-29;13
Kanker van de urinewegen;2017;Man;75+;1580
Kanker van de urinewegen;2017;Man;60-74;1985
Kanker van de urinewegen;2017;Man;Totaal;4354
Kanker van de urinewegen;2017;Man;45-59;667
Kanker van de urinewegen;2017;Man;30-44;97
Kanker van de urinewegen;2018;Man;15-29;12
Kanker van de urinewegen;2018;Man;75+;1518
Kanker van de urinewegen;2018;Man;0-14;16
Kanker van de urinewegen;2018;Man;60-74;1974
Kanker van de urinewegen;2018;Man;Totaal;4307
Kanker van de urinewegen;2018;Man;45-59;703
Kanker van de urinewegen;2018;Man;30-44;84
Kanker van de urinewegen;1994;Vrouw;Totaal;1205
Kanker van de urinewegen;1994;Vrouw;0-14;13
Kanker van de urinewegen;1994;Vrouw;45-59;189
Kanker van de urinewegen;1994;Vrouw;30-44;38
Kanker van de urinewegen;1994;Vrouw;75+;472
Kanker van de urinewegen;1994;Vrouw;60-74;488
Kanker van de urinewegen;1994;Vrouw;15-29;5
Kanker van de urinewegen;1995;Vrouw;Totaal;1098
Kanker van de urinewegen;1995;Vrouw;0-14;14
Kanker van de urinewegen;1995;Vrouw;45-59;171
Kanker van de urinewegen;1995;Vrouw;15-29;3
Kanker van de urinewegen;1995;Vrouw;30-44;40
Kanker van de urinewegen;1995;Vrouw;75+;426
Kanker van de urinewegen;1995;Vrouw;60-74;444
Kanker van de urinewegen;1996;Vrouw;0-14;12
Kanker van de urinewegen;1996;Vrouw;Totaal;1219
Kanker van de urinewegen;1996;Vrouw;45-59;192
Kanker van de urinewegen;1996;Vrouw;75+;451
Kanker van de urinewegen;1996;Vrouw;60-74;504
Kanker van de urinewegen;1996;Vrouw;30-44;53
Kanker van de urinewegen;1996;Vrouw;15-29;7
Kanker van de urinewegen;1997;Vrouw;Totaal;1212
Kanker van de urinewegen;1997;Vrouw;0-14;15
Kanker van de urinewegen;1997;Vrouw;45-59;169
Huidkanker;2014;Man en vrouw;Totaal;15300
Huidkanker;2014;Man en vrouw;15-29;227
Huidkanker;2014;Man en vrouw;45-59;2460
Huidkanker;2014;Man en vrouw;60-74;5327
Huidkanker;2014;Man en vrouw;75+;6447
Huidkanker;2014;Man en vrouw;30-44;828
Huidkanker;2015;Man en vrouw;Totaal;15127
Huidkanker;2015;Man en vrouw;15-29;198
Huidkanker;2015;Man en vrouw;0-14;2
Huidkanker;2015;Man en vrouw;45-59;2403
Huidkanker;2015;Man en vrouw;60-74;5223
Huidkanker;2015;Man en vrouw;75+;6409
Huidkanker;2015;Man en vrouw;30-44;892
Huidkanker;2016;Man en vrouw;Totaal;17395
Huidkanker;2016;Man en vrouw;15-29;216
Huidkanker;2016;Man en vrouw;45-59;2855
Huidkanker;2016;Man en vrouw;60-74;5957
Huidkanker;2016;Man en vrouw;75+;7448
Huidkanker;2016;Man en vrouw;0-14;8
Huidkanker;2016;Man en vrouw;30-44;911
Huidkanker;2017;Man en vrouw;0-14;13
Huidkanker;2017;Man en vrouw;15-29;176
Huidkanker;2017;Man en vrouw;Totaal;18801
Huidkanker;2017;Man en vrouw;45-59;2895
Huidkanker;2017;Man en vrouw;60-74;6612
Huidkanker;2017;Man en vrouw;30-44;808
Huidkanker;2017;Man en vrouw;75+;8297
Huidkanker;2018;Man en vrouw;0-14;21
Huidkanker;2018;Man en vrouw;Totaal;21208
Huidkanker;2018;Man en vrouw;15-29;291
Huidkanker;2018;Man en vrouw;45-59;3325
Huidkanker;2018;Man en vrouw;60-74;7404
Huidkanker;2018;Man en vrouw;75+;9242
Huidkanker;2018;Man en vrouw;30-44;925
Kanker van de vrouwelijke geslachtsorganen;2018;Vrouw;30-44;458
Kanker van de vrouwelijke geslachtsorganen;2018;Vrouw;Totaal;4837
Kanker van de vrouwelijke geslachtsorganen;2018;Vrouw;15-29;87
Kanker van de vrouwelijke geslachtsorganen;1994;Man en vrouw;60-74;1443
Kanker van de vrouwelijke geslachtsorganen;1994;Man en vrouw;0-14;3
Kanker van de vrouwelijke geslachtsorganen;1994;Man en vrouw;Totaal;3881
Kanker van de vrouwelijke geslachtsorganen;1994;Man en vrouw;30-44;467
Kanker van de vrouwelijke geslachtsorganen;1994;Man en vrouw;15-29;72
Kanker van de vrouwelijke geslachtsorganen;1994;Man en vrouw;75+;917
Kanker van de vrouwelijke geslachtsorganen;1994;Man en vrouw;45-59;979
Kanker van de vrouwelijke geslachtsorganen;1995;Man en vrouw;45-59;1002
Kanker van de vrouwelijke geslachtsorganen;1995;Man en vrouw;60-74;1371
Kanker van de vrouwelijke geslachtsorganen;1995;Man en vrouw;Totaal;3912
Kanker van de vrouwelijke geslachtsorganen;1995;Man en vrouw;0-14;4
Kanker van de vrouwelijke geslachtsorganen;1995;Man en vrouw;30-44;521
Kanker van de vrouwelijke geslachtsorganen;1995;Man en vrouw;15-29;90
Kanker van de vrouwelijke geslachtsorganen;1995;Man en vrouw;75+;924
Kanker van de vrouwelijke geslachtsorganen;1996;Man en vrouw;45-59;1008
Kanker van de vrouwelijke geslachtsorganen;1996;Man en vrouw;0-14;11
Kanker van de vrouwelijke geslachtsorganen;1996;Man en vrouw;60-74;1399
Kanker van de vrouwelijke geslachtsorganen;1996;Man en vrouw;Totaal;3973
Kanker van de vrouwelijke geslachtsorganen;1996;Man en vrouw;30-44;495
Kanker van de vrouwelijke geslachtsorganen;1996;Man en vrouw;15-29;78
Kanker van de vrouwelijke geslachtsorganen;1996;Man en vrouw;75+;982
Kanker van de vrouwelijke geslachtsorganen;1997;Man en vrouw;45-59;1108
Kanker van de vrouwelijke geslachtsorganen;1997;Man en vrouw;60-74;1387
Kanker van de vrouwelijke geslachtsorganen;1997;Man en vrouw;Totaal;3965
Kanker van de vrouwelijke geslachtsorganen;1997;Man en vrouw;0-14;4
Kanker van de vrouwelijke geslachtsorganen;1997;Man en vrouw;30-44;451
Kanker van de vrouwelijke geslachtsorganen;1997;Man en vrouw;15-29;79
Kanker van de vrouwelijke geslachtsorganen;1997;Man en vrouw;75+;936
Kanker van de vrouwelijke geslachtsorganen;1998;Man en vrouw;0-14;1
Kanker van de vrouwelijke geslachtsorganen;1998;Man en vrouw;75+;1009
Kanker van de vrouwelijke geslachtsorganen;1998;Man en vrouw;45-59;1093
Kanker van de vrouwelijke geslachtsorganen;1998;Man en vrouw;60-74;1433
Kanker van de mannelijke geslachtsorganen;1994;Man;0-14;1
Kanker van de mannelijke geslachtsorganen;1994;Man;15-29;136
Kanker van de mannelijke geslachtsorganen;1994;Man;30-44;205
Kanker van de mannelijke geslachtsorganen;1994;Man;75+;2817
Kanker van de mannelijke geslachtsorganen;1994;Man;60-74;3284
Kanker van de mannelijke geslachtsorganen;1994;Man;45-59;462
Kanker van de mannelijke geslachtsorganen;1994;Man;Totaal;6905
Kanker van de mannelijke geslachtsorganen;1995;Man;15-29;153
Kanker van de mannelijke geslachtsorganen;1995;Man;30-44;208
Kanker van de mannelijke geslachtsorganen;1995;Man;75+;2834
Kanker van de mannelijke geslachtsorganen;1995;Man;0-14;3
Kanker van de mannelijke geslachtsorganen;1995;Man;60-74;3419
Kanker van de mannelijke geslachtsorganen;1995;Man;45-59;514
Kanker van de mannelijke geslachtsorganen;1995;Man;Totaal;7131
Kanker van de mannelijke geslachtsorganen;1996;Man;15-29;170
Kanker van de mannelijke geslachtsorganen;1996;Man;30-44;231
Kanker van de mannelijke geslachtsorganen;1996;Man;75+;2696
Kanker van de mannelijke geslachtsorganen;1996;Man;60-74;3622
Kanker van de mannelijke geslachtsorganen;1996;Man;0-14;5
Kanker van de mannelijke geslachtsorganen;1996;Man;45-59;568
Kanker van de mannelijke geslachtsorganen;1996;Man;Totaal;7292
Kanker van de mannelijke geslachtsorganen;1997;Man;15-29;149
Kanker van de mannelijke geslachtsorganen;1997;Man;30-44;229
Kanker van de mannelijke geslachtsorganen;1997;Man;75+;2592
Kanker van de mannelijke geslachtsorganen;1997;Man;60-74;3470
Kanker van de mannelijke geslachtsorganen;1997;Man;0-14;5
Kanker van de mannelijke geslachtsorganen;1997;Man;45-59;628
Kanker van de mannelijke geslachtsorganen;1997;Man;Totaal;7073
Kanker van de mannelijke geslachtsorganen;1998;Man;15-29;189
Kanker van de mannelijke geslachtsorganen;1998;Man;30-44;236
Kanker van de mannelijke geslachtsorganen;1998;Man;75+;2597
Kanker van de mannelijke geslachtsorganen;1998;Man;60-74;3688
Kanker van de mannelijke geslachtsorganen;1998;Man;45-59;684
Kanker van de mannelijke geslachtsorganen;1998;Man;Totaal;7402
Kanker van de mannelijke geslachtsorganen;1998;Man;0-14;8
Kanker van de urinewegen;1997;Vrouw;15-29;2
Kanker van de urinewegen;1997;Vrouw;30-44;38
Kanker van de urinewegen;1997;Vrouw;75+;492
Kanker van de urinewegen;1997;Vrouw;60-74;496
Kanker van de urinewegen;1998;Vrouw;Totaal;1141
Kanker van de urinewegen;1998;Vrouw;45-59;161
Kanker van de urinewegen;1998;Vrouw;75+;424
Kanker van de urinewegen;1998;Vrouw;30-44;43
Kanker van de urinewegen;1998;Vrouw;60-74;499
Kanker van de urinewegen;1998;Vrouw;15-29;5
Kanker van de urinewegen;1998;Vrouw;0-14;9
Kanker van de urinewegen;1999;Vrouw;Totaal;1214
Kanker van de urinewegen;1999;Vrouw;0-14;14
Kanker van de urinewegen;1999;Vrouw;45-59;192
Kanker van de urinewegen;1999;Vrouw;15-29;2
Kanker van de urinewegen;1999;Vrouw;30-44;37
Kanker van de urinewegen;1999;Vrouw;60-74;447
Kanker van de urinewegen;1999;Vrouw;75+;522
Kanker van de urinewegen;2000;Vrouw;0-14;12
Kanker van de urinewegen;2000;Vrouw;Totaal;1252
Kanker van de urinewegen;2000;Vrouw;45-59;209
Kanker van de urinewegen;2000;Vrouw;15-29;3
Kanker van de urinewegen;2000;Vrouw;30-44;41
Kanker van de urinewegen;2000;Vrouw;75+;484
Kanker van de urinewegen;2000;Vrouw;60-74;503
Kanker van de urinewegen;2001;Vrouw;Totaal;1241
Kanker van de urinewegen;2001;Vrouw;0-14;16
Kanker van de urinewegen;2001;Vrouw;45-59;210
Kanker van de urinewegen;2001;Vrouw;30-44;34
Kanker van de urinewegen;2001;Vrouw;75+;479
Kanker van de urinewegen;2001;Vrouw;60-74;497
Kanker van de urinewegen;2001;Vrouw;15-29;5
Kanker van de urinewegen;2002;Vrouw;Totaal;1315
Kanker van de urinewegen;2002;Vrouw;0-14;17
Kanker van de urinewegen;2002;Vrouw;45-59;214
Kanker van de urinewegen;2002;Vrouw;30-44;41
Kanker van de urinewegen;2002;Vrouw;75+;510
Kanker van de urinewegen;2002;Vrouw;60-74;526
Kanker van de urinewegen;2002;Vrouw;15-29;7
Kanker van de urinewegen;2003;Vrouw;Totaal;1325
Kanker van de urinewegen;2003;Vrouw;0-14;14
Kanker van de urinewegen;2003;Vrouw;15-29;2
Kanker van de urinewegen;2003;Vrouw;45-59;254
Kanker van de urinewegen;2003;Vrouw;30-44;39
Kanker van de urinewegen;2003;Vrouw;60-74;500
Kanker van de urinewegen;2003;Vrouw;75+;516
Kanker van de urinewegen;2004;Vrouw;Totaal;1337
Kanker van de urinewegen;2004;Vrouw;0-14;16
Kanker van de urinewegen;2004;Vrouw;45-59;232
Kanker van de urinewegen;2004;Vrouw;30-44;44
Kanker van de urinewegen;2004;Vrouw;75+;503
Kanker van de urinewegen;2004;Vrouw;60-74;536
Kanker van de urinewegen;2004;Vrouw;15-29;6
Kanker van de urinewegen;2005;Vrouw;15-29;1
Kanker van de urinewegen;2005;Vrouw;0-14;12
Kanker van de urinewegen;2005;Vrouw;Totaal;1502
Kanker van de urinewegen;2005;Vrouw;45-59;282
Kanker van de urinewegen;2005;Vrouw;30-44;48
Kanker van de urinewegen;2005;Vrouw;60-74;566
Kanker van de urinewegen;2005;Vrouw;75+;593
Kanker van de urinewegen;2006;Vrouw;0-14;15
Kanker van de urinewegen;2006;Vrouw;Totaal;1526
Kanker van de urinewegen;2006;Vrouw;45-59;279
Kanker van de urinewegen;2006;Vrouw;30-44;38
Kanker van de urinewegen;2006;Vrouw;15-29;4
Kanker van de urinewegen;2006;Vrouw;60-74;587
Kanker van de urinewegen;2006;Vrouw;75+;603
Kanker van de urinewegen;2007;Vrouw;Totaal;1624
Kanker van de urinewegen;2007;Vrouw;0-14;17
Kanker van de urinewegen;2007;Vrouw;45-59;291
Kanker van de luchtwegen;2000;Vrouw;0-14;0
Kanker van de luchtwegen;2000;Vrouw;60-74;1155
Kanker van de luchtwegen;2000;Vrouw;30-44;134
Kanker van de luchtwegen;2000;Vrouw;Totaal;2536
Kanker van de luchtwegen;2000;Vrouw;75+;473
Kanker van de luchtwegen;2000;Vrouw;15-29;5
Kanker van de luchtwegen;2000;Vrouw;45-59;769
Kanker van de luchtwegen;2001;Vrouw;0-14;0
Kanker van de luchtwegen;2001;Vrouw;15-29;1
Kanker van de luchtwegen;2001;Vrouw;60-74;1188
Kanker van de luchtwegen;2001;Vrouw;30-44;159
Kanker van de luchtwegen;2001;Vrouw;Totaal;2669
Kanker van de luchtwegen;2001;Vrouw;75+;485
Kanker van de luchtwegen;2001;Vrouw;45-59;836
Kanker van de luchtwegen;2002;Vrouw;0-14;1
Kanker van de luchtwegen;2002;Vrouw;60-74;1272
Kanker van de luchtwegen;2002;Vrouw;30-44;148
Kanker van de luchtwegen;2002;Vrouw;Totaal;2842
Kanker van de luchtwegen;2002;Vrouw;15-29;3
Kanker van de luchtwegen;2002;Vrouw;75+;536
Kanker van de luchtwegen;2002;Vrouw;45-59;882
Kanker van de luchtwegen;2003;Vrouw;0-14;1
Kanker van de luchtwegen;2003;Vrouw;45-59;1014
Kanker van de luchtwegen;2003;Vrouw;60-74;1327
Kanker van de luchtwegen;2003;Vrouw;30-44;138
Kanker van de luchtwegen;2003;Vrouw;Totaal;3129
Kanker van de luchtwegen;2003;Vrouw;75+;642
Kanker van de luchtwegen;2003;Vrouw;15-29;7
Kanker van de luchtwegen;2004;Vrouw;0-14;1
Kanker van de luchtwegen;2004;Vrouw;45-59;1073
Kanker van de luchtwegen;2004;Vrouw;60-74;1394
Kanker van de luchtwegen;2004;Vrouw;30-44;154
Kanker van de luchtwegen;2004;Vrouw;Totaal;3319
Kanker van de luchtwegen;2004;Vrouw;15-29;4
Kanker van de luchtwegen;2004;Vrouw;75+;693
Huidkanker;1994;Man;30-44;232
Huidkanker;1994;Man;Totaal;2537
Huidkanker;1994;Man;0-14;3
Huidkanker;1994;Man;45-59;457
Huidkanker;1994;Man;15-29;63
Huidkanker;1994;Man;75+;832
Huidkanker;1994;Man;60-74;950
Huidkanker;1995;Man;0-14;1
Kanker van de endocriene klieren;1994;Man;15-29;11
Kanker van de endocriene klieren;1994;Man;Totaal;110
Kanker van de endocriene klieren;1994;Man;45-59;19
Kanker van de endocriene klieren;1994;Man;30-44;22
Kanker van de endocriene klieren;1994;Man;60-74;27
Kanker van de endocriene klieren;1994;Man;75+;27
Kanker van de endocriene klieren;1994;Man;0-14;4
Kanker van de endocriene klieren;1995;Man;75+;12
Kanker van de endocriene klieren;1995;Man;Totaal;122
Kanker van de endocriene klieren;1995;Man;15-29;14
Kanker van de endocriene klieren;1995;Man;60-74;26
Kanker van de endocriene klieren;1995;Man;30-44;27
Kanker van de endocriene klieren;1995;Man;45-59;38
Kanker van de endocriene klieren;1995;Man;0-14;5
Kanker van de endocriene klieren;1996;Man;Totaal;112
Kanker van de endocriene klieren;1996;Man;75+;18
Kanker van de endocriene klieren;1996;Man;30-44;20
Kanker van de endocriene klieren;1996;Man;0-14;3
Kanker van de endocriene klieren;1996;Man;45-59;31
Kanker van de endocriene klieren;1996;Man;60-74;31
Kanker van de endocriene klieren;1996;Man;15-29;9
Kanker van de endocriene klieren;1997;Man;0-14;1
Kanker van de endocriene klieren;1997;Man;Totaal;114
Kanker van de endocriene klieren;1997;Man;75+;16
Kanker van de endocriene klieren;1997;Man;60-74;27
Kanker van de endocriene klieren;1997;Man;30-44;28
Kanker van de endocriene klieren;1997;Man;45-59;33
Kanker van bot, kraakbeen en weke delen;1997;Vrouw;15-29;43
Kanker van bot, kraakbeen en weke delen;1997;Vrouw;30-44;49
Kanker van bot, kraakbeen en weke delen;1997;Vrouw;45-59;58
Kanker van bot, kraakbeen en weke delen;1997;Vrouw;60-74;85
Kanker van bot, kraakbeen en weke delen;1997;Vrouw;75+;87
Kanker van bot, kraakbeen en weke delen;1998;Vrouw;0-14;28
Kanker van bot, kraakbeen en weke delen;1998;Vrouw;Totaal;359
Kanker van bot, kraakbeen en weke delen;1998;Vrouw;15-29;38
Kanker van bot, kraakbeen en weke delen;1998;Vrouw;75+;65
Kanker van bot, kraakbeen en weke delen;1998;Vrouw;60-74;73
Kanker van bot, kraakbeen en weke delen;1998;Vrouw;30-44;76
Kanker van bot, kraakbeen en weke delen;1998;Vrouw;45-59;79
Kanker van bot, kraakbeen en weke delen;1999;Vrouw;15-29;26
Kanker van bot, kraakbeen en weke delen;1999;Vrouw;0-14;32
Kanker van bot, kraakbeen en weke delen;1999;Vrouw;Totaal;333
Kanker van bot, kraakbeen en weke delen;1999;Vrouw;30-44;61
Kanker van bot, kraakbeen en weke delen;1999;Vrouw;60-74;65
Kanker van bot, kraakbeen en weke delen;1999;Vrouw;75+;74
Kanker van bot, kraakbeen en weke delen;1999;Vrouw;45-59;75
Kanker van bot, kraakbeen en weke delen;2000;Vrouw;0-14;24
Kanker van bot, kraakbeen en weke delen;2000;Vrouw;15-29;31
Kanker van bot, kraakbeen en weke delen;2000;Vrouw;Totaal;342
Kanker van bot, kraakbeen en weke delen;2000;Vrouw;30-44;57
Kanker van bot, kraakbeen en weke delen;2000;Vrouw;45-59;68
Kanker van bot, kraakbeen en weke delen;2000;Vrouw;75+;80
Kanker van bot, kraakbeen en weke delen;2000;Vrouw;60-74;82
Kanker van bot, kraakbeen en weke delen;2001;Vrouw;0-14;33
Kanker van bot, kraakbeen en weke delen;2001;Vrouw;Totaal;361
Kanker van bot, kraakbeen en weke delen;2001;Vrouw;15-29;40
Kanker van bot, kraakbeen en weke delen;2001;Vrouw;75+;58
Kanker van bot, kraakbeen en weke delen;2001;Vrouw;30-44;76
Kanker van bot, kraakbeen en weke delen;2001;Vrouw;45-59;76
Kanker van bot, kraakbeen en weke delen;2001;Vrouw;60-74;78
Kanker van bot, kraakbeen en weke delen;2002;Vrouw;0-14;33
Kanker van bot, kraakbeen en weke delen;2002;Vrouw;Totaal;372
Borstkanker;2000;Vrouw;75+;2250
Borstkanker;2000;Vrouw;60-74;3474
Borstkanker;2000;Vrouw;45-59;4080
Borstkanker;2000;Vrouw;15-29;57
Borstkanker;2001;Vrouw;0-14;0
Borstkanker;2001;Vrouw;Totaal;11673
Borstkanker;2001;Vrouw;30-44;1611
Borstkanker;2001;Vrouw;75+;2303
Borstkanker;2001;Vrouw;60-74;3552
Borstkanker;2001;Vrouw;45-59;4144
Borstkanker;2001;Vrouw;15-29;63
Borstkanker;2002;Vrouw;0-14;0
Borstkanker;2002;Vrouw;Totaal;11597
Borstkanker;2002;Vrouw;30-44;1532
Borstkanker;2002;Vrouw;75+;2231
Borstkanker;2002;Vrouw;60-74;3504
Borstkanker;2002;Vrouw;45-59;4272
Borstkanker;2002;Vrouw;15-29;58
Borstkanker;2003;Vrouw;0-14;0
Borstkanker;2003;Vrouw;Totaal;11778
Borstkanker;2003;Vrouw;30-44;1555
Borstkanker;2003;Vrouw;75+;2207
Borstkanker;2003;Vrouw;60-74;3501
Borstkanker;2003;Vrouw;45-59;4466
Borstkanker;2003;Vrouw;15-29;49
Borstkanker;2004;Vrouw;0-14;0
Borstkanker;2004;Vrouw;Totaal;12069
Borstkanker;2004;Vrouw;30-44;1552
Borstkanker;2004;Vrouw;75+;2397
Borstkanker;2004;Vrouw;60-74;3566
Borstkanker;2004;Vrouw;45-59;4496
Borstkanker;2004;Vrouw;15-29;58
Borstkanker;2005;Vrouw;0-14;0
Borstkanker;2005;Vrouw;Totaal;12044
Kanker van de vrouwelijke geslachtsorganen;1998;Man en vrouw;Totaal;4139
Kanker van de vrouwelijke geslachtsorganen;1998;Man en vrouw;30-44;522
Kanker van de vrouwelijke geslachtsorganen;1998;Man en vrouw;15-29;81
Kanker van de vrouwelijke geslachtsorganen;1999;Man en vrouw;45-59;1045
Kanker van de vrouwelijke geslachtsorganen;1999;Man en vrouw;60-74;1373
Kanker van de vrouwelijke geslachtsorganen;1999;Man en vrouw;0-14;2
